Frame: 1: g_rs.camera: 0
Frame: 2: g_rs.camera: 0
[33munity_dummy.cpp[0m[31m (line 87): [0mBefore initialising plamure
[33munity_dummy.cpp[0m[31m (line 90): [0mTrying to register model: ../../assets/Schulgebaeude.bvh
[33mmodel_database.cpp[0m[31m (line 169): [0m0
[33mplamure.cpp[0m[31m (line 1404): [0mBefore initialising plamure
Trying to register new model with id: 0  --: /home/jre/git/plamure/framework/plamure.cpp : 1406 : register_model
[33munity_dummy.cpp[0m[31m (line 93): [0mregistered model with id: 0
720
Could not retrieve uniform location for uniform: view_projection
[33munity_dummy.cpp[0m[31m (line 103): [0mAfter Init
[33munity_dummy.cpp[0m[31m (line 114): [0mAfter Register Uniform
Creating gpu_context
lamure: context 0 render budget (MB): 1024(42420 nodes)
node size:  25312
lamure: context 0 upload budget (MB): 1024
Render buf size is 1023 MB 
Render buf size is 1023 MB 
Render buf size is 1023 MB 
GL 0.009216 ms
Loaded camera view 'plamure_camera_Schulgebaeude_1'.
Frame: 3: g_rs.camera: 0x637a887ebd80
GL 0.001024 ms
Frame: 4: g_rs.camera: 0x637a887ebd80
GL 0.001024 ms
Frame: 5: g_rs.camera: 0x637a887ebd80
GL 0.001024 ms
Frame: 6: g_rs.camera: 0x637a887ebd80
GL 234.462 ms
Frame: 7: g_rs.camera: 0x637a887ebd80
GL 0.116736 ms
Frame: 8: g_rs.camera: 0x637a887ebd80
GL 0.116736 ms
Frame: 9: g_rs.camera: 0x637a887ebd80
GL 102.471 ms
GL 0.144384 ms
GL 0.141312 ms
GL 0.177152 ms
GL 0.17408 ms
GL 0.175104 ms
GL 0.24576 ms
GL 0.243712 ms
GL 0.294912 ms
GL 0.293888 ms
GL 0.29184 ms
GL 0.288768 ms
GL 0.36864 ms
GL 0.367616 ms
GL 0.366592 ms
GL 0.366592 ms
GL 0.366592 ms
GL 0.366592 ms
GL 0.452608 ms
GL 0.449536 ms
GL 0.449536 ms
GL 0.449536 ms
GL 0.449536 ms
GL 0.45056 ms
GL 0.449536 ms
GL 0.449536 ms
GL 0.449536 ms
GL 0.582656 ms
GL 0.579584 ms
GL 0.580608 ms
GL 0.57856 ms
GL 0.581632 ms
GL 0.580608 ms
GL 0.579584 ms
GL 0.580608 ms
GL 0.580608 ms
GL 0.579584 ms
GL 0.580608 ms
GL 0.581632 ms
GL 0.580608 ms
GL 0.579584 ms
GL 0.580608 ms
GL 0.697344 ms
GL 0.69632 ms
GL 0.695296 ms
GL 0.70144 ms
GL 0.70144 ms
GL 0.698368 ms
GL 0.70144 ms
GL 0.70144 ms
GL 0.700416 ms
GL 0.700416 ms
GL 0.700416 ms
GL 0.70144 ms
GL 0.807936 ms
GL 0.806912 ms
GL 0.80384 ms
GL 0.804864 ms
GL 0.804864 ms
GL 0.804864 ms
GL 0.804864 ms
GL 0.806912 ms
GL 0.805888 ms
GL 0.80384 ms
GL 0.806912 ms
GL 0.80384 ms
GL 0.805888 ms
GL 0.991232 ms
GL 0.991232 ms
GL 0.987136 ms
GL 0.986112 ms
GL 0.98816 ms
GL 0.989184 ms
GL 0.986112 ms
GL 0.986112 ms
GL 0.989184 ms
GL 0.98816 ms
GL 0.989184 ms
GL 0.989184 ms
GL 0.98816 ms
GL 0.98816 ms
GL 0.989184 ms
GL 0.987136 ms
GL 0.990208 ms
GL 1.29638 ms
GL 1.29331 ms
GL 1.29024 ms
GL 1.29126 ms
GL 1.29331 ms
GL 1.29024 ms
GL 1.28922 ms
GL 1.29229 ms
GL 1.28922 ms
GL 1.28922 ms
GL 1.28717 ms
GL 1.29126 ms
GL 1.29126 ms
GL 1.29229 ms
GL 1.29331 ms
GL 1.29229 ms
GL 1.29024 ms
GL 1.28819 ms
GL 1.29331 ms
GL 1.29126 ms
GL 1.28922 ms
GL 1.29126 ms
GL 1.29024 ms
GL 1.29434 ms
GL 1.29229 ms
GL 1.29434 ms
GL 1.29024 ms
GL 1.29126 ms
GL 1.29024 ms
GL 1.29126 ms
GL 1.71008 ms
GL 1.70906 ms
GL 1.70598 ms
GL 1.70701 ms
GL 1.70394 ms
GL 1.70803 ms
GL 1.70906 ms
GL 1.70496 ms
GL 1.70701 ms
GL 1.70906 ms
GL 1.70598 ms
GL 1.70598 ms
GL 1.70701 ms
GL 1.70701 ms
GL 1.70394 ms
GL 1.70496 ms
GL 1.70598 ms
GL 1.70906 ms
GL 1.70906 ms
GL 1.7111 ms
GL 2.1504 ms
GL 2.14528 ms
GL 2.14528 ms
GL 2.1463 ms
GL 2.14528 ms
GL 2.14938 ms
GL 2.14528 ms
GL 2.14733 ms
GL 2.14733 ms
GL 2.14733 ms
GL 2.1463 ms
GL 2.14323 ms
GL 2.14835 ms
GL 2.14835 ms
GL 2.14733 ms
GL 2.14733 ms
GL 2.14528 ms
GL 2.14221 ms
GL 2.14835 ms
GL 2.1463 ms
GL 2.14221 ms
GL 2.14938 ms
GL 2.14835 ms
GL 2.65523 ms
GL 2.64909 ms
GL 2.65216 ms
GL 2.64909 ms
GL 2.64499 ms
GL 2.6409 ms
GL 2.64397 ms
GL 2.6409 ms
GL 2.64499 ms
GL 2.83955 ms
GL 2.8375 ms
GL 2.83136 ms
GL 2.82726 ms
GL 2.83034 ms
GL 2.83034 ms
GL 2.82624 ms
GL 2.82317 ms
GL 2.82829 ms
GL 2.82317 ms
GL 2.98291 ms
GL 2.97882 ms
GL 2.9737 ms
GL 2.97882 ms
GL 2.97574 ms
GL 2.97779 ms
GL 2.97882 ms
GL 2.98291 ms
GL 2.97882 ms
GL 2.97779 ms
GL 2.9737 ms
GL 3.04845 ms
GL 3.04435 ms
GL 3.03411 ms
GL 3.0423 ms
GL 3.04333 ms
GL 3.03821 ms
GL 3.0423 ms
GL 3.04742 ms
GL 3.0423 ms
GL 3.04435 ms
GL 3.04026 ms
GL 3.04538 ms
GL 3.04333 ms
GL 3.04026 ms
GL 3.04333 ms
GL 3.04128 ms
GL 3.04538 ms
GL 3.06381 ms
GL 3.06995 ms
GL 3.06483 ms
GL 3.07098 ms
GL 3.06483 ms
GL 3.06586 ms
GL 3.06278 ms
GL 3.06381 ms
GL 3.06483 ms
GL 3.06278 ms
GL 3.06586 ms
GL 3.07098 ms
GL 3.0679 ms
GL 3.06381 ms
GL 3.06381 ms
GL 3.05971 ms
GL 3.06483 ms
GL 3.06381 ms
GL 3.06688 ms
GL 3.05971 ms
GL 3.06278 ms
GL 3.06381 ms
GL 3.0679 ms
GL 3.06995 ms
GL 3.06381 ms
GL 3.06176 ms
GL 3.06278 ms
GL 3.06176 ms
GL 3.0679 ms
GL 3.06074 ms
GL 3.06688 ms
GL 3.06278 ms
GL 3.06483 ms
GL 3.06176 ms
GL 3.06176 ms
GL 3.06586 ms
GL 3.06688 ms
GL 3.06688 ms
GL 3.05664 ms
GL 3.06381 ms
GL 3.06381 ms
GL 3.05664 ms
GL 3.06278 ms
GL 3.06176 ms
GL 3.06483 ms
GL 3.06176 ms
GL 3.06176 ms
GL 3.06586 ms
GL 3.06381 ms
GL 3.05869 ms
GL 3.05971 ms
GL 3.06483 ms
GL 3.05971 ms
GL 3.05766 ms
GL 3.07098 ms
GL 3.05869 ms
GL 3.05971 ms
GL 3.06893 ms
GL 3.06483 ms
GL 3.06176 ms
GL 3.05766 ms
GL 3.06381 ms
GL 3.06688 ms
GL 3.06893 ms
GL 3.06074 ms
GL 3.06995 ms
GL 3.0679 ms
GL 3.06278 ms
GL 3.06688 ms
GL 3.06176 ms
GL 3.06278 ms
GL 3.0679 ms
GL 3.06278 ms
GL 3.06483 ms
GL 3.06176 ms
GL 3.06278 ms
GL 3.06688 ms
GL 3.06586 ms
GL 3.06483 ms
GL 3.06278 ms
GL 3.05869 ms
GL 3.06381 ms
GL 3.06586 ms
GL 3.06483 ms
GL 3.06483 ms
GL 3.06688 ms
GL 3.06483 ms
GL 3.0679 ms
GL 3.06381 ms
GL 3.06688 ms
GL 3.06278 ms
GL 3.06381 ms
GL 3.06381 ms
GL 3.06381 ms
GL 3.0679 ms
GL 3.06483 ms
GL 3.06381 ms
GL 3.05971 ms
GL 3.05971 ms
GL 3.06893 ms
GL 3.06586 ms
GL 3.06586 ms
GL 3.06688 ms
GL 3.06381 ms
GL 3.06176 ms
GL 3.05766 ms
GL 3.06586 ms
GL 3.06074 ms
GL 3.06278 ms
GL 3.06278 ms
GL 3.06381 ms
GL 3.06893 ms
GL 3.06586 ms
GL 3.06381 ms
GL 3.06176 ms
GL 3.06586 ms
GL 3.06586 ms
GL 3.06278 ms
GL 3.06586 ms
GL 3.06688 ms
GL 3.06176 ms
GL 3.06278 ms
GL 3.06176 ms
GL 3.06483 ms
GL 3.06688 ms
GL 3.05869 ms
GL 3.05971 ms
GL 3.06893 ms
GL 3.06483 ms
GL 3.0679 ms
GL 3.05971 ms
GL 3.06483 ms
GL 3.05971 ms
GL 3.06176 ms
GL 3.06995 ms
GL 3.06483 ms
GL 3.06893 ms
GL 3.06586 ms
GL 3.06278 ms
GL 3.06586 ms
GL 3.06483 ms
GL 3.07098 ms
GL 3.06176 ms
GL 3.06074 ms
GL 3.05971 ms
GL 3.06381 ms
GL 3.06995 ms
GL 3.05766 ms
GL 3.06688 ms
GL 3.06995 ms
GL 3.06483 ms
GL 3.06278 ms
GL 3.06381 ms
GL 3.07098 ms
GL 3.06381 ms
GL 3.0679 ms
GL 3.06176 ms
GL 3.0679 ms
GL 3.06176 ms
GL 3.06278 ms
GL 3.07302 ms
GL 3.06893 ms
GL 3.06381 ms
GL 3.06483 ms
GL 3.0679 ms
GL 3.05664 ms
GL 3.06278 ms
GL 3.06176 ms
GL 3.06278 ms
GL 3.06995 ms
GL 3.06995 ms
GL 3.06483 ms
GL 3.06483 ms
GL 3.06688 ms
GL 3.05971 ms
GL 3.06381 ms
GL 3.06483 ms
GL 3.06483 ms
GL 3.05766 ms
GL 3.06893 ms
GL 3.06483 ms
GL 3.06586 ms
GL 3.06483 ms
GL 3.06995 ms
GL 3.0679 ms
GL 3.05766 ms
GL 3.06586 ms
GL 3.05766 ms
GL 3.06381 ms
GL 3.06381 ms
GL 3.06381 ms
GL 3.06688 ms
GL 3.05971 ms
GL 3.06176 ms
GL 3.05971 ms
GL 3.05869 ms
GL 3.0679 ms
GL 3.06586 ms
GL 3.06483 ms
GL 3.06688 ms
GL 3.05971 ms
GL 3.0679 ms
GL 3.06381 ms
GL 3.06586 ms
GL 3.06381 ms
GL 3.05971 ms
GL 3.06381 ms
GL 3.06483 ms
GL 3.06381 ms
